date,ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),SOUND LEVEL (dB)
2016-07-30 14:51:41:855,7.536947,0.497994,-4.845864,52.23867
2016-07-30 14:51:42:355,9.29908,0.248997,-4.989516,55.98082
2016-07-30 14:51:42:855,8.63828,0.038307,-5.343858,48.7334
2016-07-30 14:51:43:355,8.006211,0.746991,-4.874594,47.04907
2016-07-30 14:51:43:856,9.08839,-0.143652,-5.295974,48.90196
2016-07-30 14:51:44:356,8.772356,0.23942,-5.094861,49.39762
2016-07-30 14:51:44:856,8.130709,0.574608,-4.654328,48.38263
2016-07-30 14:51:45:356,9.126698,0.095768,-5.027823,46.49161
2016-07-30 14:51:45:855,8.992622,-0.009577,-5.056554,48.01316
2016-07-30 14:51:46:355,7.987057,0.545878,-4.836287,55.50402
2016-07-30 14:51:46:856,8.829816,0.651223,-5.257667,54.74327
2016-07-30 14:51:47:355,8.973468,0.890643,-4.82671,45.38986
2016-07-30 14:51:47:856,8.810662,0.995988,-4.893748,43.86063
2016-07-30 14:51:48:355,8.42759,0.603339,-5.315128,47.56018
2016-07-30 14:51:48:855,8.714894,1.053449,-5.535394,56.26248
2016-07-30 14:51:49:355,8.599974,0.45011,-4.577713,52.63251
2016-07-30 14:51:49:855,9.03093,0.593762,-4.778826,46.80345
2016-07-30 14:51:50:355,8.868124,0.565032,-4.893748,45.09557
2016-07-30 14:51:50:855,8.42759,0.536301,-4.82671,44.06673
2016-07-30 14:51:51:356,9.03093,0.555455,-4.721366,43.59841
2016-07-30 14:51:51:855,8.475474,0.402226,-5.286397,44.54845
2016-07-30 14:51:52:356,8.983046,0.411803,-4.702212,45.23471
2016-07-30 14:51:52:856,8.724472,0.488417,-4.989516,47.99985
2016-07-30 14:51:53:355,8.494628,0.191536,-4.941632,43.93701
2016-07-30 14:51:53:855,8.8777,0.201113,-4.903325,45.83075
2016-07-30 14:51:54:355,8.571242,0.086191,-5.00867,55.19673
2016-07-30 14:51:54:855,8.60955,0.459687,-4.807557,44.54962
2016-07-30 14:51:55:355,9.107544,0.258574,-5.094861,44.64383
2016-07-30 14:51:55:855,8.389284,0.153229,-5.056554,43.77873
2016-07-30 14:51:56:356,8.303091,0.756568,-4.951209,48.51596
2016-07-30 14:51:56:855,9.634268,0.296881,-5.382165,51.88397
2016-07-30 14:51:57:355,8.044518,0.430956,-4.692635,49.0333
2016-07-30 14:51:57:855,8.90643,0.507571,-5.075707,48.00688
2016-07-30 14:51:58:355,9.136274,0.296881,-5.181052,50.11977
2016-07-30 14:51:58:855,7.852982,0.536301,-4.912902,48.10672
2016-07-30 14:51:59:355,9.528924,0.316035,-5.343858,54.69596
2016-07-30 14:51:59:855,8.034941,0.191536,-4.635174,49.1238
2016-07-30 14:52:00:356,7.958327,0.756568,-5.190629,50.30385
2016-07-30 14:52:00:855,9.165004,-0.047884,-5.832275,53.53235
2016-07-30 14:52:01:356,8.542512,0.42138,-4.568136,47.86832
2016-07-30 14:52:01:855,8.274361,0.354342,-5.104438,46.62126
2016-07-30 14:52:02:355,8.456322,0.42138,-5.72693,45.99375
2016-07-30 14:52:02:855,8.628704,0.488417,-5.410896,48.61925
2016-07-30 14:52:03:355,8.111555,0.21069,-5.094861,44.07952
2016-07-30 14:52:03:855,8.887278,0.612916,-5.334281,48.7378
2016-07-30 14:52:04:356,8.523358,0.287304,-5.650316,45.26189
2016-07-30 14:52:04:856,8.245631,0.220267,-4.625597,47.28775
2016-07-30 14:52:05:355,8.772356,0.785298,-5.93762,46.10413
2016-07-30 14:52:05:855,8.79151,0.268151,-5.832275,47.18321
2016-07-30 14:52:06:356,7.987057,0.909797,-4.539406,48.90224
2016-07-30 14:52:06:856,8.916008,0.737414,-5.506664,48.68764
2016-07-30 14:52:07:355,8.236054,0.507571,-5.439626,47.3373
2016-07-30 14:52:07:855,8.475474,0.383072,-5.410896,48.58908
2016-07-30 14:52:08:355,8.66701,0.076614,-5.046977,46.16921
2016-07-30 14:52:08:855,8.274361,0.47884,-5.410896,46.72986
2016-07-30 14:52:09:356,8.705318,-0.038307,-5.765238,46.2739
2016-07-30 14:52:09:855,8.676588,0.038307,-5.334281,47.26049
2016-07-30 14:52:10:355,8.034941,0.124498,-4.386177,46.78713
2016-07-30 14:52:10:855,9.251196,0.670377,-6.224924,52.88726
2016-07-30 14:52:11:356,8.456322,0.181959,-5.181052,49.64788
2016-07-30 14:52:11:856,7.613562,0.172383,-4.788403,49.96991
2016-07-30 14:52:12:355,9.193734,0.622492,-5.420472,51.72711
2016-07-30 14:52:12:855,8.781932,0.737414,-5.564124,46.91892
2016-07-30 14:52:13:357,7.900866,-0.23942,-4.55856,47.46439
2016-07-30 14:52:13:856,8.532936,0.373495,-4.932055,52.07758
2016-07-30 14:52:14:356,9.03093,0.363919,-6.320692,53.25229
2016-07-30 14:52:14:855,8.140286,0.373495,-4.568136,48.17783
2016-07-30 14:52:15:355,8.37013,0.536301,-4.788403,46.67726
2016-07-30 14:52:15:856,8.925584,0.354342,-5.659893,49.08852
2016-07-30 14:52:16:356,8.542512,0.373495,-5.334281,49.08989
2016-07-30 14:52:16:856,8.178593,0.603339,-4.836287,48.5408
2016-07-30 14:52:17:356,8.992622,0.565032,-5.717354,50.71753
2016-07-30 14:52:17:856,8.628704,0.067038,-4.702212,49.79709
2016-07-30 14:52:18:355,8.485052,0.229843,-5.075707,46.72644
2016-07-30 14:52:18:855,8.475474,0.277727,-5.66947,48.15569
2016-07-30 14:52:19:355,8.781932,0.162806,-5.06613,46.40036
2016-07-30 14:52:19:855,8.207323,0.430956,-5.123591,46.54694
2016-07-30 14:52:20:355,9.069236,0.019154,-5.286397,48.23091
2016-07-30 14:52:20:856,8.542512,0.143652,-5.324704,46.87497
2016-07-30 14:52:21:356,7.843405,0.746991,-4.041412,47.56014
2016-07-30 14:52:21:855,9.48104,0.057461,-5.592855,51.28539
2016-07-30 14:52:22:355,8.762778,0.268151,-4.941632,47.62175
2016-07-30 14:52:22:855,7.469909,0.411803,-5.075707,46.87325
2016-07-30 14:52:23:355,8.772356,0.670377,-6.004657,47.51959
2016-07-30 14:52:23:855,9.165004,0.306458,-5.554548,50.23726
2016-07-30 14:52:24:355,7.192182,-0.162806,-4.61602,58.75191
2016-07-30 14:52:24:855,8.810662,0.746991,-5.813122,57.17916
2016-07-30 14:52:25:355,8.944738,0.268151,-6.004657,48.89838
2016-07-30 14:52:25:856,8.111555,0.067038,-4.309563,50.85016
2016-07-30 14:52:26:355,8.992622,0.756568,-5.410896,52.39806
2016-07-30 14:52:26:855,8.705318,0.229843,-5.305551,48.80107
2016-07-30 14:52:27:356,8.322245,0.392649,-4.989516,47.08094
2016-07-30 14:52:27:855,9.040506,0.488417,-5.544971,49.45322
2016-07-30 14:52:28:356,7.967903,0.201113,-5.324704,46.38805
2016-07-30 14:52:28:855,8.446744,0.545878,-4.82671,49.14893
2016-07-30 14:52:29:356,9.471462,0.105345,-5.612008,48.40386
2016-07-30 14:52:29:856,8.130709,0.497994,-4.912902,48.25052
2016-07-30 14:52:30:356,8.121132,0.42138,-4.932055,52.48052
2016-07-30 14:52:30:856,9.672576,0.737414,-5.305551,50.67966
2016-07-30 14:52:31:355,8.255207,0.277727,-5.286397,48.1267
2016-07-30 14:52:31:855,8.542512,-0.02873,-4.596867,47.37854
2016-07-30 14:52:32:355,9.097966,0.488417,-5.468356,48.84407
2016-07-30 14:52:32:855,8.312668,0.469264,-4.836287,48.24904
2016-07-30 14:52:33:356,8.66701,0.459687,-5.315128,49.43154
2016-07-30 14:52:33:856,9.184158,0.555455,-5.209783,46.8311
2016-07-30 14:52:34:356,8.178593,0.076614,-4.539406,46.84407
2016-07-30 14:52:34:855,8.523358,0.651223,-4.922478,49.30988
2016-07-30 14:52:35:356,9.45231,0.191536,-5.774814,51.26456
2016-07-30 14:52:35:855,8.034941,0.679953,-4.568136,48.23024
2016-07-30 14:52:36:356,7.881712,0.42138,-4.941632,47.16086
2016-07-30 14:52:36:855,9.346964,0.23942,-5.813122,54.67047
2016-07-30 14:52:37:356,8.111555,0.430956,-4.644751,50.53935
2016-07-30 14:52:37:856,8.561666,0.651223,-5.621585,49.53289
2016-07-30 14:52:38:355,8.676588,0.229843,-5.295974,48.65482
2016-07-30 14:52:38:855,8.37013,0.775721,-4.941632,46.41007
2016-07-30 14:52:39:355,8.896854,0.153229,-5.765238,50.40848
2016-07-30 14:52:39:855,7.97748,0.440533,-4.702212,47.2553
2016-07-30 14:52:40:357,8.389284,0.68953,-5.114014,50.02562
2016-07-30 14:52:40:855,8.79151,0.134075,-5.861006,54.05028
2016-07-30 14:52:41:356,7.805098,0.670377,-4.979939,48.82041
2016-07-30 14:52:41:856,8.657434,0.42138,-5.803545,50.86734
2016-07-30 14:52:42:356,8.781932,0.191536,-5.094861,51.45204
2016-07-30 14:52:42:855,8.169016,0.593762,-4.845864,46.27584
2016-07-30 14:52:43:355,9.021352,0.21069,-5.841852,49.05792
2016-07-30 14:52:43:855,8.255207,0.459687,-5.477933,49.93076
2016-07-30 14:52:44:355,8.513782,0.143652,-4.979939,49.9193
2016-07-30 14:52:44:856,8.810662,0.076614,-5.832275,51.37432
2016-07-30 14:52:45:356,7.843405,0.287304,-5.094861,50.36203
2016-07-30 14:52:45:857,9.136274,0.047884,-5.506664,47.83681
2016-07-30 14:52:46:356,8.322245,0.21069,-5.00867,50.99835
2016-07-30 14:52:46:856,8.101979,0.287304,-4.893748,53.83681
2016-07-30 14:52:47:355,9.289502,0.363919,-5.573701,51.47534
2016-07-30 14:52:47:855,8.18817,0.545878,-4.539406,49.87392
2016-07-30 14:52:48:356,8.494628,0.114922,-5.027823,48.34484
2016-07-30 14:52:48:855,9.040506,0.383072,-5.305551,45.65651
2016-07-30 14:52:49:355,8.264784,0.392649,-5.334281,46.9588
2016-07-30 14:52:49:855,8.18817,0.593762,-5.48751,48.73677
2016-07-30 14:52:50:356,9.107544,0.469264,-5.104438,47.3577
2016-07-30 14:52:50:855,8.42759,0.335188,-5.267244,49.02466
2016-07-30 14:52:51:355,8.054095,0.938527,-4.912902,46.88396
2016-07-30 14:52:51:856,9.222466,0.354342,-5.707777,51.6411
2016-07-30 14:52:52:355,8.341399,0.143652,-4.979939,51.26424
2016-07-30 14:52:52:857,8.42759,0.469264,-5.209783,49.36473
2016-07-30 14:52:53:355,9.107544,0.517148,-5.525817,48.8246
2016-07-30 14:52:53:856,7.814675,0.143652,-4.702212,44.437
2016-07-30 14:52:54:355,8.762778,0.469264,-5.286397,49.74384
2016-07-30 14:52:54:855,8.916008,0.565032,-5.755661,50.66291
2016-07-30 14:52:55:355,7.94875,0.363919,-4.922478,47.1828
2016-07-30 14:52:55:856,8.82024,0.526724,-5.085284,45.01216
2016-07-30 14:52:56:355,9.040506,0.507571,-5.506664,46.57334
2016-07-30 14:52:56:856,8.149863,0.622492,-5.468356,48.24254
2016-07-30 14:52:57:355,8.829816,0.622492,-5.200206,48.43703
2016-07-30 14:52:57:856,8.753202,0.047884,-4.606444,45.63169
2016-07-30 14:52:58:355,8.360553,0.814029,-5.592855,48.11775
2016-07-30 14:52:58:856,8.465898,0.651223,-5.27682,49.1696
2016-07-30 14:52:59:356,8.801086,0.153229,-5.315128,46.55716
2016-07-30 14:52:59:855,8.418014,0.287304,-5.181052,46.53908
2016-07-30 14:53:00:355,8.79151,0.181959,-5.152322,49.42479
2016-07-30 14:53:00:856,8.762778,0.268151,-5.573701,52.47597
2016-07-30 14:53:01:355,7.920019,0.287304,-4.941632,47.76193
2016-07-30 14:53:01:855,8.389284,0.076614,-5.564124,47.69943
2016-07-30 14:53:02:356,8.714894,0.545878,-5.841852,51.19968
2016-07-30 14:53:02:856,8.207323,-0.02873,-5.573701,48.78302
2016-07-30 14:53:03:355,8.054095,0.354342,-4.424484,46.41938
2016-07-30 14:53:03:856,9.08839,0.287304,-5.612008,49.91042
2016-07-30 14:53:04:356,8.647858,0.536301,-6.062118,48.19628
2016-07-30 14:53:04:855,7.671023,0.6608,-4.309563,51.6091
2016-07-30 14:53:05:356,8.973468,0.296881,-6.062118,50.82038
2016-07-30 14:53:05:855,8.456322,0.47884,-5.430049,49.96549
2016-07-30 14:53:06:355,8.006211,0.976834,-5.267244,47.39351
2016-07-30 14:53:06:855,9.184158,0.306458,-5.525817,51.06009
2016-07-30 14:53:07:355,8.571242,0.45011,-4.692635,44.52585
2016-07-30 14:53:07:855,8.207323,0.067038,-5.181052,46.74678
2016-07-30 14:53:08:355,9.203312,0.181959,-5.343858,47.9997
2016-07-30 14:53:08:855,8.082825,0.335188,-5.305551,48.33676
2016-07-30 14:53:09:356,8.37013,0.354342,-4.951209,44.68613
2016-07-30 14:53:09:856,8.657434,0.794875,-5.51624,46.47843
2016-07-30 14:53:10:355,8.829816,0.392649,-5.353435,46.0316
2016-07-30 14:53:10:855,8.37013,0.134075,-4.836287,46.37172
2016-07-30 14:53:11:356,8.312668,0.430956,-5.00867,48.38016
2016-07-30 14:53:11:855,9.069236,0.373495,-5.334281,46.23203
2016-07-30 14:53:12:355,8.274361,0.603339,-5.420472,47.77411
2016-07-30 14:53:12:855,8.446744,0.411803,-4.855441,48.02608
2016-07-30 14:53:13:355,8.944738,-0.019154,-4.730942,46.99662
2016-07-30 14:53:13:856,8.599974,0.861913,-5.123591,46.47791
2016-07-30 14:53:14:356,8.714894,0.497994,-5.257667,47.49057
2016-07-30 14:53:14:856,8.456322,0.23942,-5.334281,46.40966
2016-07-30 14:53:15:356,8.475474,0.363919,-5.027823,48.81966
2016-07-30 14:53:15:855,8.743626,0.383072,-5.430049,46.36551
2016-07-30 14:53:16:355,8.494628,0.162806,-5.21936,47.51894
2016-07-30 14:53:16:857,8.781932,0.191536,-4.979939,47.67197
2016-07-30 14:53:17:355,8.360553,0.306458,-5.631162,46.05274
2016-07-30 14:53:17:855,8.255207,0.584185,-5.152322,46.48308
2016-07-30 14:53:18:356,8.63828,0.402226,-5.72693,48.21952
2016-07-30 14:53:18:855,8.66701,0.373495,-5.094861,48.56369
2016-07-30 14:53:19:355,8.149863,0.201113,-5.06613,47.94756
2016-07-30 14:53:19:856,9.069236,0.316035,-5.046977,50.46378
2016-07-30 14:53:20:355,8.408438,0.507571,-5.343858,48.43863
2016-07-30 14:53:20:856,8.18817,0.335188,-5.305551,47.34644
2016-07-30 14:53:21:355,8.944738,0.555455,-5.238513,46.79544
2016-07-30 14:53:21:855,8.101979,0.268151,-5.0374,49.54625
2016-07-30 14:53:22:355,8.494628,-0.057461,-5.430049,49.75139
2016-07-30 14:53:22:855,8.58082,0.507571,-5.363012,48.01586
2016-07-30 14:53:23:356,7.939173,0.545878,-5.410896,48.54067
2016-07-30 14:53:23:855,8.829816,0.363919,-5.21936,49.411
2016-07-30 14:53:24:355,8.446744,0.976834,-5.45878,47.89713
2016-07-30 14:53:24:856,8.42759,0.047884,-5.305551,46.24823
2016-07-30 14:53:25:355,8.55209,0.143652,-5.391742,46.9111
2016-07-30 14:53:25:856,8.044518,0.469264,-5.094861,47.04978
2016-07-30 14:53:26:355,9.050082,0.545878,-5.793968,47.71083
2016-07-30 14:53:26:855,8.236054,0.009577,-5.305551,46.53208
2016-07-30 14:53:27:356,8.513782,0.392649,-4.999093,48.38701
2016-07-30 14:53:27:855,8.743626,0.392649,-5.334281,47.17671
2016-07-30 14:53:28:355,8.494628,0.277727,-5.707777,48.36585
2016-07-30 14:53:28:856,7.843405,0.296881,-4.721366,47.93549
2016-07-30 14:53:29:355,9.222466,0.670377,-6.186617,57.69278
2016-07-30 14:53:29:856,8.025364,0.201113,-5.631162,49.9397
2016-07-30 14:53:30:355,8.389284,0.45011,-5.00867,49.44631
2016-07-30 14:53:30:856,8.829816,0.392649,-5.650316,50.28975
2016-07-30 14:53:31:356,8.015787,0.842759,-5.631162,49.73818
2016-07-30 14:53:31:856,8.303091,0.45011,-5.621585,48.35431
2016-07-30 14:53:32:356,8.657434,0.42138,-5.803545,47.70659
2016-07-30 14:53:32:855,7.833828,0.488417,-5.592855,44.57414
2016-07-30 14:53:33:356,8.303091,0.105345,-6.531382,50.95258
2016-07-30 14:53:33:855,8.255207,0.172383,-5.171476,47.22759
2016-07-30 14:53:34:355,7.996634,0.488417,-6.062118,46.33489
2016-07-30 14:53:34:856,8.60955,0.248997,-5.497087,50.73068
2016-07-30 14:53:35:355,8.130709,0.105345,-5.075707,48.80554
2016-07-30 14:53:35:855,8.485052,0.373495,-5.659893,45.73064
2016-07-30 14:53:36:356,8.39886,0.162806,-5.468356,45.34128
2016-07-30 14:53:36:855,8.542512,0.469264,-5.295974,47.60161
2016-07-30 14:53:37:355,8.695742,0.517148,-5.659893,49.34967
2016-07-30 14:53:37:855,8.207323,0.526724,-5.027823,47.03501
2016-07-30 14:53:38:356,8.79151,0.335188,-5.506664,45.72208
2016-07-30 14:53:38:856,8.63828,0.68953,-5.631162,48.67998
2016-07-30 14:53:39:355,7.814675,0.038307,-4.941632,47.13166
2016-07-30 14:53:39:855,9.08839,0.373495,-5.363012,46.83644
2016-07-30 14:53:40:355,8.264784,0.047884,-5.45878,44.79517
2016-07-30 14:53:40:856,7.958327,0.727837,-4.941632,47.70227
2016-07-30 14:53:41:355,9.11712,0.622492,-6.062118,49.80536
2016-07-30 14:53:41:855,8.322245,0.095768,-5.046977,49.05495
2016-07-30 14:53:42:356,8.245631,0.603339,-5.391742,46.27498
2016-07-30 14:53:42:855,9.404426,0.105345,-5.343858,49.63697
2016-07-30 14:53:43:355,7.97748,0.756568,-5.171476,46.92015
2016-07-30 14:53:43:856,8.561666,0.536301,-5.094861,50.55457
2016-07-30 14:53:44:356,8.686164,0.057461,-5.851429,49.66342
2016-07-30 14:53:44:855,8.264784,0.277727,-4.960786,47.03874
2016-07-30 14:53:45:355,8.705318,0.373495,-4.979939,48.04314
2016-07-30 14:53:45:855,8.322245,0.095768,-5.554548,48.81459
2016-07-30 14:53:46:356,8.532936,0.459687,-4.989516,47.46018
2016-07-30 14:53:46:855,8.858546,0.919373,-5.45878,46.79993
2016-07-30 14:53:47:355,8.523358,0.756568,-4.692635,47.13227
2016-07-30 14:53:47:856,8.724472,0.507571,-5.161899,47.47432
2016-07-30 14:53:48:355,8.753202,1.340753,-4.912902,50.27164
2016-07-30 14:53:48:855,8.485052,0.555455,-5.085284,50.15659
2016-07-30 14:53:49:356,8.916008,0.373495,-4.807557,47.4344
2016-07-30 14:53:49:855,8.504206,0.172383,-4.79798,49.34169
2016-07-30 14:53:50:356,9.107544,0.727837,-4.960786,49.26227
2016-07-30 14:53:50:855,8.532936,0.335188,-5.114014,49.55709
2016-07-30 14:53:51:355,8.303091,0.383072,-4.778826,48.67568
2016-07-30 14:53:51:855,9.241618,0.363919,-5.468356,52.90535
2016-07-30 14:53:52:355,8.18817,0.584185,-5.161899,51.52045
2016-07-30 14:53:52:855,8.389284,0.306458,-4.82671,50.18796
2016-07-30 14:53:53:355,9.414002,0.622492,-5.372588,50.00275
2016-07-30 14:53:53:855,7.766791,0.881066,-5.056554,48.04657
2016-07-30 14:53:54:355,8.408438,-0.057461,-4.577713,52.70993
2016-07-30 14:53:54:855,8.925584,1.005565,-5.889736,48.83982
2016-07-30 14:53:55:356,8.523358,0.411803,-5.056554,48.27001
2016-07-30 14:53:55:855,8.255207,0.248997,-4.941632,47.33353
2016-07-30 14:53:56:356,8.60955,0.21069,-5.48751,48.29868
2016-07-30 14:53:56:855,8.916008,0.191536,-5.161899,46.82013
2016-07-30 14:53:57:355,8.197747,0.909797,-4.79798,49.25521
2016-07-30 14:53:57:855,8.456322,0.248997,-5.324704,47.33773
2016-07-30 14:53:58:355,8.734048,-0.038307,-5.343858,45.0242
2016-07-30 14:53:58:856,8.801086,0.545878,-4.663905,46.74028
2016-07-30 14:53:59:355,9.011776,0.23942,-4.692635,45.95049
2016-07-30 14:53:59:856,8.2169,0.833182,-4.932055,49.0633
2016-07-30 14:54:00:355,8.762778,0.545878,-5.267244,47.73194
2016-07-30 14:54:00:855,9.050082,0.632069,-4.58729,47.2101
2016-07-30 14:54:01:355,8.130709,0.632069,-5.295974,47.31803
2016-07-30 14:54:01:855,8.84897,0.938527,-5.324704,47.86679
2016-07-30 14:54:02:356,8.418014,-0.124498,-4.970362,45.0148
2016-07-30 14:54:02:855,8.58082,0.411803,-4.989516,46.76909
2016-07-30 14:54:03:355,8.944738,0.21069,-5.334281,48.71152
2016-07-30 14:54:03:856,7.958327,0.067038,-5.238513,47.68926
2016-07-30 14:54:04:355,8.829816,0.019154,-5.640739,50.16655
2016-07-30 14:54:04:856,8.63828,0.383072,-5.075707,49.32241
2016-07-30 14:54:05:356,7.728483,0.909797,-5.152322,48.07953
2016-07-30 14:54:05:855,9.021352,0.699107,-5.267244,50.47757
2016-07-30 14:54:06:355,8.264784,0.632069,-5.880159,44.65959
2016-07-30 14:54:06:855,8.034941,0.316035,-5.209783,48.00649
2016-07-30 14:54:07:355,8.973468,0.469264,-5.200206,49.46179
2016-07-30 14:54:07:856,8.494628,0.679953,-5.06613,48.46472
2016-07-30 14:54:08:356,8.245631,0.363919,-5.506664,48.46903
2016-07-30 14:54:08:856,8.8777,0.019154,-5.391742,51.10813
2016-07-30 14:54:09:355,8.379707,0.335188,-4.960786,48.59021
2016-07-30 14:54:09:855,8.63828,0.804452,-5.382165,48.94675
2016-07-30 14:54:10:356,8.571242,0.363919,-5.085284,48.09357
2016-07-30 14:54:10:856,7.900866,0.268151,-5.324704,48.26798
2016-07-30 14:54:11:355,8.84897,0.124498,-5.765238,49.48744
2016-07-30 14:54:11:855,8.79151,-0.067038,-4.836287,49.53667
2016-07-30 14:54:12:356,7.97748,0.584185,-5.085284,50.40818
2016-07-30 14:54:12:855,8.60955,0.507571,-5.650316,49.94263
2016-07-30 14:54:13:356,9.040506,0.23942,-5.679046,49.4934
2016-07-30 14:54:13:855,7.862559,0.363919,-4.501099,49.06529
2016-07-30 14:54:14:355,8.8777,0.440533,-5.468356,49.03852
2016-07-30 14:54:14:855,9.126698,0.823605,-5.755661,51.35683
2016-07-30 14:54:15:355,8.178593,0.172383,-5.171476,48.31554
2016-07-30 14:54:15:855,8.207323,0.497994,-4.960786,49.06169
2016-07-30 14:54:16:355,8.590396,0.670377,-5.813122,49.89205
2016-07-30 14:54:16:855,8.8777,0.344765,-5.449203,47.50772
2016-07-30 14:54:17:356,7.872135,0.699107,-5.085284,48.83705
2016-07-30 14:54:17:856,8.992622,0.852336,-5.363012,47.61797
2016-07-30 14:54:18:358,9.232042,0.277727,-5.736507,50.90549
2016-07-30 14:54:18:856,7.49864,0.373495,-4.55856,49.40402
2016-07-30 14:54:19:355,8.858546,0.833182,-5.659893,52.87923
2016-07-30 14:54:19:855,8.8777,0.574608,-5.602432,51.20983
2016-07-30 14:54:20:355,8.312668,0.124498,-4.855441,51.58214
2016-07-30 14:54:20:856,8.322245,0.517148,-5.142745,51.16449
2016-07-30 14:54:21:355,8.801086,0.306458,-5.228936,49.17949
2016-07-30 14:54:21:855,8.657434,0.794875,-5.640739,50.09664
2016-07-30 14:54:22:355,8.446744,0.172383,-5.018246,47.12842
2016-07-30 14:54:22:856,8.762778,0.794875,-5.449203,45.9699
2016-07-30 14:54:23:356,8.283938,-0.134075,-5.209783,48.80274
2016-07-30 14:54:23:856,7.824251,0.306458,-5.075707,49.21599
2016-07-30 14:54:24:355,9.241618,0.708684,-5.142745,47.55524
2016-07-30 14:54:24:855,8.437168,0.814029,-5.295974,48.01866
2016-07-30 14:54:25:355,8.561666,0.181959,-5.45878,48.37285
2016-07-30 14:54:25:855,8.753202,0.306458,-5.094861,47.59745
2016-07-30 14:54:26:355,8.015787,0.517148,-5.430049,49.67499
2016-07-30 14:54:26:855,8.437168,0.651223,-5.286397,48.26255
2016-07-30 14:54:27:356,8.992622,0.181959,-5.190629,48.73708
2016-07-30 14:54:27:855,8.331822,0.306458,-5.018246,49.94469
2016-07-30 14:54:28:355,8.954314,0.354342,-5.200206,48.17601
2016-07-30 14:54:28:855,8.561666,0.45011,-5.822698,47.91262
2016-07-30 14:54:29:355,8.015787,-0.019154,-4.606444,48.41785
2016-07-30 14:54:29:855,8.465898,0.316035,-5.209783,48.90547
2016-07-30 14:54:30:356,9.662998,0.641646,-5.181052,49.7883
2016-07-30 14:54:30:856,8.542512,0.258574,-5.123591,50.08118
2016-07-30 14:54:31:355,8.303091,-0.316035,-5.746084,47.0324
2016-07-30 14:54:31:855,7.671023,-0.047884,-4.903325,46.37981
2016-07-30 14:54:32:356,8.456322,0.641646,-5.21936,55.78017
2016-07-30 14:54:32:855,9.710882,0.881066,-5.295974,52.2307
2016-07-30 14:54:33:356,8.006211,0.114922,-5.142745,50.09015
2016-07-30 14:54:33:855,7.374141,-0.047884,-4.759673,46.79105
2016-07-30 14:54:34:355,8.255207,0.124498,-5.48751,49.577
2016-07-30 14:54:34:856,9.950302,0.986411,-5.659893,60.56064
2016-07-30 14:54:35:355,7.536947,-0.019154,-4.165911,52.93433
2016-07-30 14:54:35:855,7.25922,0.047884,-4.204218,53.6241
2016-07-30 14:54:36:356,9.701306,0.555455,-6.349423,53.88605
2016-07-30 14:54:36:855,9.002198,0.593762,-5.880159,59.0271
2016-07-30 14:54:37:356,7.852982,0.105345,-3.983951,50.41794
2016-07-30 14:54:37:855,7.422025,-0.02873,-4.501099,52.27185
2016-07-30 14:54:38:356,9.672576,0.373495,-6.320692,55.37622
2016-07-30 14:54:38:856,8.896854,0.756568,-5.544971,54.98244
2016-07-30 14:54:39:355,7.833828,0.526724,-4.424484,49.97994
2016-07-30 14:54:39:856,8.197747,0.181959,-4.357447,47.54994
2016-07-30 14:54:40:355,9.50977,0.248997,-6.196194,50.28838
2016-07-30 14:54:40:855,8.829816,0.325611,-5.142745,51.30706
2016-07-30 14:54:41:356,7.508217,0.306458,-4.644751,48.97982
2016-07-30 14:54:41:855,8.839394,0.718261,-4.654328,47.33591
2016-07-30 14:54:42:356,9.682152,0.92895,-5.477933,49.63739
2016-07-30 14:54:42:855,6.818687,0.344765,-4.951209,50.72901
2016-07-30 14:54:43:356,9.203312,0.287304,-6.320692,57.85205
2016-07-30 14:54:43:856,9.519346,0.890643,-4.960786,59.75672
2016-07-30 14:54:44:355,7.469909,0.881066,-4.529829,55.61667
2016-07-30 14:54:44:855,9.260772,0.699107,-5.372588,50.0786
2016-07-30 14:54:45:356,9.74919,0.344765,-5.133168,55.9718
2016-07-30 14:54:45:855,8.092402,1.446098,-4.55856,49.10745
2016-07-30 14:54:46:355,8.245631,0.459687,-4.865018,52.39368
2016-07-30 14:54:46:855,9.844958,0.565032,-4.76925,57.7766
2016-07-30 14:54:47:355,8.37013,0.373495,-5.305551,51.96149
2016-07-30 14:54:47:856,7.814675,0.794875,-5.046977,48.50154
2016-07-30 14:54:48:355,8.84897,0.430956,-5.295974,48.28762
2016-07-30 14:54:48:855,9.289502,0.794875,-5.200206,50.31078
2016-07-30 14:54:49:356,8.379707,0.957681,-4.644751,49.10935
2016-07-30 14:54:49:856,8.379707,0.622492,-5.477933,49.94789
2016-07-30 14:54:50:356,8.657434,0.708684,-5.075707,49.5866
2016-07-30 14:54:50:856,8.829816,0.488417,-5.21936,49.98596
2016-07-30 14:54:51:355,8.523358,0.124498,-5.085284,48.66376
2016-07-30 14:54:51:856,8.331822,-0.124498,-4.970362,48.58524
2016-07-30 14:54:52:355,8.79151,0.277727,-5.506664,48.0575
2016-07-30 14:54:52:857,8.896854,0.459687,-5.228936,48.85916
2016-07-30 14:54:53:355,8.523358,-0.019154,-5.046977,48.26781
2016-07-30 14:54:53:855,8.331822,0.794875,-4.970362,48.0694
2016-07-30 14:54:54:356,9.423578,0.603339,-4.855441,49.63266
